Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2023-01-16,"Recession 2016",5.12a,"fun! slab
1st crux, lh sidepull near the draw, highest feet possible and throw for rh compression sloper
2nd crux, left foot high sloper on arete, high right heel, lh press, high rh sidepull w/ thumb catch.
3rd crux, right foot on arete, left foot low sloper, rh slot, lh high micro crimp, move left foot to high sloper and crank, get right foot high on edges and its over.",https://www.mountainproject.com/route/111558485/recession-2016,3,"Colorado > Golden > North Table Mountain/Golden Cliffs > The Quarry Wall",2.8,3,Lead,Fell/Hung,Sport,,60,6600
2022-12-23,"Perchance to Dream",5.8,,https://www.mountainproject.com/route/107958589/perchance-to-dream,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > The Hamlet",2.6,2,Lead,Onsight,Sport,,90,2100
2022-12-23,"To Grunt and Sweat",5.8,,https://www.mountainproject.com/route/107958581/to-grunt-and-sweat,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > The Hamlet",2.5,2,Lead,Onsight,Sport,,60,2100
2022-12-23,"Ming Dynasty",5.9+,,https://www.mountainproject.com/route/106686441/ming-dynasty,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Civilization Crag",2.5,2,Lead,Onsight,Sport,,40,2500
2022-12-23,"Mongol Hoarde",5.10a,,https://www.mountainproject.com/route/106686396/mongol-hoarde,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Civilization Crag",2.9,2,Lead,Onsight,Sport,,40,2600
2022-12-23,Byzantium,5.10b,,https://www.mountainproject.com/route/106686416/byzantium,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Civilization Crag",2.4,2,TR,,Sport,,45,2900
2022-12-23,"Frailty Thy Name is Sandstone",5.7,,https://www.mountainproject.com/route/106337085/frailty-thy-name-is-sandstone,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > The Hamlet",2.5,3,Lead,,Sport,,90,1800
2022-12-22,"Running Man",5.11c,perfect,https://www.mountainproject.com/route/105732401/running-man,2,"Nevada > Southern Nevada > Red Rocks > (05) Sandstone Quarry > Parking Lot Area > Running Man Wall",3.9,4,Lead,Fell/Hung,Sport,,120,5200
2022-12-21,"Chrome Dome",5.10a,,https://www.mountainproject.com/route/105884594/chrome-dome,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Hunter S. Thompson Dome",2.1,2,Lead,Onsight,Sport,,80,2600
2022-12-21,"Crude Street Blues",5.9,,https://www.mountainproject.com/route/105732539/crude-street-blues,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Upper Level > Upper Level - Left",1.9,2,Lead,Onsight,Sport,,50,2400
2022-12-21,"Dancin' with a God",5.10a,,https://www.mountainproject.com/route/105732545/dancin-with-a-god,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Upper Level > Upper Level - Left",2.6,3,Lead,Onsight,Sport,,50,2600
2022-12-20,"Unimpeachable Groping",5.10b,"swapped with chase, cold af",https://www.mountainproject.com/route/105732431/unimpeachable-groping,7,"Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > Ginger Buttress",3.5,4,Lead,Onsight,Sport,,760,2900
2022-12-11,"Five and Dime",5.10,,https://www.mountainproject.com/route/106016411/five-and-dime,1,"Colorado > Golden > Clear Creek Canyon > Convenience Cliff",2.8,2,Lead,Onsight,Sport,,50,3000
2022-12-11,"Breaking the Mold",5.12b,"Quite hard, couldnt do the crux moves, feet wont stay on, baffeling",https://www.mountainproject.com/route/106989055/breaking-the-mold,2,"Colorado > Golden > Clear Creek Canyon > Convenience Cliff",3.4,-1,TR,,Sport,,50,6900
2022-12-07,"Eastern Heart",5.12a/b,"fun climb, get on it!",https://www.mountainproject.com/route/106337165/eastern-heart,3,"Colorado > Golden > North Table Mountain/Golden Cliffs > The Quarry Wall",1.9,3,Lead,Redpoint,Sport,,80,6800
2022-12-04,"Plan B",5.12b,"did all sequences, really hard, really good",https://www.mountainproject.com/route/105749575/plan-b,2,"Colorado > Boulder > Boulder Canyon > Security Risk Massif > Upper Security Risk",3.9,4,TR,,Sport,,95,6900
2022-11-28,Soma,5.12a,:),https://www.mountainproject.com/route/105756850/soma,3,"Colorado > Golden > Clear Creek Canyon > The Conspiracy Crag",2.5,3,Lead,Redpoint,Sport,,70,6600
2022-11-22,Leona,5.13c,"way out of reach but really fun to check out! cool moves on great rock. Gotta train harder :)",https://www.mountainproject.com/route/121953774/leona,1,"Colorado > Golden > Clear Creek Canyon > The Conspiracy Crag",3.6,-1,TR,,Sport,,55,9200
2022-11-22,Soma,5.12a,"fun climbing! weird crux.",https://www.mountainproject.com/route/105756850/soma,2,"Colorado > Golden > Clear Creek Canyon > The Conspiracy Crag",2.5,3,Lead,Fell/Hung,Sport,,70,6600
2022-11-13,"Patrick Hedgeclipper",5.11c,"crux foot sequence keeps me tangled up on the final throw",https://www.mountainproject.com/route/105749308/patrick-hedgeclipper,2,"Colorado > Denver South > Castlewood Canyon SP > C-Section",3.2,4,Lead,Fell/Hung,Sport,,55,5200
2022-11-13,[Redacted],5.10d,"warm up",https://www.mountainproject.com/route/105748903/redacted,1,"Colorado > Denver South > Castlewood Canyon SP > C-Section",3.3,4,Lead,,Sport,5.10c,55,3500
2022-11-12,"Dirty Dave's Dumpster Dive",5.10a,,https://www.mountainproject.com/route/105764181/dirty-daves-dumpster-dive,1,"Colorado > Boulder > Boulder Canyon > The Sport Park > Surprising Crag > South Face",1.8,2,Lead,Onsight,Sport,,50,2600
2022-11-12,"Furious Howard Brown",5.12a/b,,https://www.mountainproject.com/route/105753808/furious-howard-brown,1,"Colorado > Boulder > Boulder Canyon > The Sport Park > Surprising Crag > West Face",3.1,3,TR,,Sport,,,6800
2022-11-12,"Platinum Curl",5.11,,https://www.mountainproject.com/route/105752233/platinum-curl,2,"Colorado > Boulder > Boulder Canyon > The Sport Park > Surprising Crag > South Face",1.9,2,Lead,Redpoint,Sport,,,5000
2022-11-12,"Killer Fish Taco",5.11a,,https://www.mountainproject.com/route/105754729/killer-fish-taco,1,"Colorado > Boulder > Boulder Canyon > The Sport Park > Surprising Crag > South Face",2.3,2,Lead,Onsight,Sport,,,4600
2022-10-17,Subterfuge,5.11d,"trs worked moves, super fun!",https://www.mountainproject.com/route/105752446/subterfuge,3,"Colorado > Denver South > Castlewood Canyon SP > Sea World a.k.a. Hanson's Wall",3.8,4,TR,,Sport,,40,5500
2022-10-13,"Patrick Hedgeclipper",5.11c,"trs clean, what a tough footwork intensive route. for crux used rh finger jam/undercling thing to get feet up, throw lh to high crimp, match rh, lh to undercling pocket/pebble pinch, feet up, finish on big cobbles. had to pick out perfect feet from sea of pebbles, fun puzzle. ",https://www.mountainproject.com/route/105749308/patrick-hedgeclipper,2,"Colorado > Denver South > Castlewood Canyon SP > C-Section",3.2,4,TR,,Sport,,55,5200
2022-10-10,"The Anvil",5.12b,"phenomenal movement, techy reaches, great rests, amazing position, awesome powerful crux, what more could you want?",https://www.mountainproject.com/route/110589035/the-anvil,3,"Colorado > Carbondale Area > Redstone Area > Redstein > 2nd Band",3.9,4,TR,,Sport,,60,6900
2022-10-09,"Hawaii Five-0",5.11+,,https://www.mountainproject.com/route/106734164/hawaii-five-0,1,"Colorado > Rifle > Rifle Mountain Park > Hawaiian Wall",3.6,4,Lead,Fell/Hung,Sport,,110,5300
2022-10-09,"Wake Up Call",5.10b,,https://www.mountainproject.com/route/105762633/wake-up-call,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > Lower Ice Caves",2.0,1,Lead,Onsight,Sport,,70,2900
2022-10-09,"The Bumble Bee",5.10a,,https://www.mountainproject.com/route/106170113/the-bumble-bee,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > Lower Ice Caves",1.2,1,Lead,Onsight,Sport,,40,2600
2022-10-08,"Rachel's Route",5.7,,https://www.mountainproject.com/route/107784443/rachels-route,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > Upper Ice Caves (Feline area)",2.4,3,Lead,Onsight,Sport,,60,1800
2022-10-08,"Deutsches Blut",5.11b,,https://www.mountainproject.com/route/108290565/deutsches-blut,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > Upper Ice Caves (Feline area)",2.3,3,Lead,Fell/Hung,Sport,,60,4900
2022-10-08,"Butte Nougat",5.11a,,https://www.mountainproject.com/route/118045144/butte-nougat,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > Upper Ice Caves (Feline area)",2.7,3,Lead,Fell/Hung,Sport,,105,4600
2022-10-08,Feline,5.11b,,https://www.mountainproject.com/route/105756046/feline,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > Upper Ice Caves (Feline area)",3.7,4,Lead,Fell/Hung,Sport,,,4900
2022-10-07,Wilson,5.9+,,https://www.mountainproject.com/route/117914237/wilson,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",3.0,2,Lead,Onsight,Sport,,85,2500
2022-10-07,Buggery,5.9,,https://www.mountainproject.com/route/114426285/buggery,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",2.9,2,Lead,Onsight,Sport,,55,2400
2022-10-07,"Velcro Glove",5.10c,,https://www.mountainproject.com/route/114426332/velcro-glove,1,"Colorado > Glenwood Springs > Main Elk Creek > Main Elk Crag",3.5,3,Lead,Onsight,Sport,,70,3200
2022-10-01,"Direct Hit",5.10a,,https://www.mountainproject.com/route/117729732/direct-hit,1,"Colorado > Estes Park Valley > CO Hwy 7 & Tributaries > The Crags > Woodstone, Half & Half, and Slot Rock > Half & Half Crag",2.8,2,Lead,Onsight,Sport,,100,2600
2022-10-01,Jigsaw,5.12a,"cool series of overhanging liebacks to distinct 2 move crux, fun",https://www.mountainproject.com/route/115371905/jigsaw,1,"Colorado > Estes Park Valley > CO Hwy 7 & Tributaries > The Crags > Woodstone, Half & Half, and Slot Rock > Woodstone",2.7,3,TR,,Sport,,85,6600
2022-10-01,"Electric Forest",5.11c,"took a minute to figure out crux, step up feet to set the left foot high, pull through lh lieback and fingerlock rh",https://www.mountainproject.com/route/115375944/electric-forest,2,"Colorado > Estes Park Valley > CO Hwy 7 & Tributaries > The Crags > Woodstone, Half & Half, and Slot Rock > Woodstone",3.3,3,Lead,Fell/Hung,Sport,,70,5200
2022-09-25,"Ugly Stick",5.10b,"Airy warm up, especially skipping bolts :)",https://www.mountainproject.com/route/105816289/ugly-stick,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",3.0,3,Lead,Redpoint,Sport,,110,2900
2022-09-25,"Industrial Disease aka Dead Moonies Don't Sell Flowers",5.11c,"made it past slab, f&#39;ed up every move on overhang. Awesome route still a nemesis. ",https://www.mountainproject.com/route/105751381/industrial-disease-aka-dead-moonies-dont-sell-flowers,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > Industrial Buttress",3.4,3,Lead,Fell/Hung,"Sport, TR",,70,5200
2022-09-23,"Mandolin Wind",5.12b,"trs worked pulling buldge, found cool sequence using right toe hook to bump up right hand.",https://www.mountainproject.com/route/112476771/mandolin-wind,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > North Quarry / Pinnacle Area",3.0,-1,TR,,Sport,,50,6900
2022-09-23,"Wide Pride",5.9,"trs massive loose boulders in the chimney",https://www.mountainproject.com/route/106981276/wide-pride,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > North Quarry / Pinnacle Area",2.0,-1,TR,,Trad,,,2400
2022-09-23,"Wayne's Route",5.12c,"trs hard arete ",https://www.mountainproject.com/route/112476794/waynes-route,1,"Colorado > Golden > North Table Mountain/Golden Cliffs > North Quarry / Pinnacle Area",3.0,-1,TR,,Sport,,50,7200
2022-09-20,"The Naked Hedge",5.10,"aerocap, 1p warm up, 3p, 4p. ",https://www.mountainproject.com/route/105763197/the-naked-hedge,8,"Colorado > Golden > Clear Creek Canyon > Little Eiger",2.5,2,TR,,Sport,,100,3000
2022-09-17,"The Brown Palace",5.11a,"swapped leads with taylor, fun, steep climbing. p2,3,5 were great, with absolute classic p6 headwall crimpfest to top out the formation. p2 technical crux, p3 or p4 physical crux.",https://www.mountainproject.com/route/106504214/the-brown-palace,6,"Colorado > Estes Park Valley > Big Thompson Canyon > Mary's Bust Area > Mary's Bust - main buttress",3.3,4,Lead,Onsight,Sport,,450,4600
2022-09-14,"Wild Child",5.11a,"grabbed draw on p2 to avoid ledgefall, onsite 11a top pitch, super fun steep climbing over 4 pitches ",https://www.mountainproject.com/route/105758059/wild-child,4,"Colorado > Golden > Clear Creek Canyon > The Mission Wall",3.2,3,Lead,Fell/Hung,Sport,,320,4600
2022-09-04,"Groomed Gumby",5.10b,"beautiful fun",https://www.mountainproject.com/route/118817526/groomed-gumby,1,"Colorado > Pagosa Springs > Piedra River > Piedra River -  Lower West",3.7,4,Lead,Onsight,Sport,,50,2900
2022-09-04,"Southern Cross",5.11d,"quality crimping to a final crux throw to a 2 finger sloping pocket. brilliant movement. ",https://www.mountainproject.com/route/106976813/southern-cross,2,"Colorado > Pagosa Springs > Piedra River > Piedra River -  Lower West",3.5,4,Lead,Fell/Hung,Sport,,50,5500
2022-09-04,"F***in' Greenies",5.10b,bliss,https://www.mountainproject.com/route/106977633/fin-greenies,1,"Colorado > Pagosa Springs > Piedra River > Piedra River -  Lower West",3.7,4,Lead,Fell/Hung,Sport,,75,2900
2022-09-03,Nescafe,5.9,"cool wall ",https://www.mountainproject.com/route/107283782/nescafe,1,"Colorado > Pagosa Springs > Piedra River > Piedra River -  Lower West",2.7,3,Lead,Onsight,Sport,,55,2400
2022-09-03,"The Sweet Spot",5.9,"best hold on the route contained 4 giant wasps. a small wasp flew up to the hole and was promptly grabbed by the closest giant wasp and eaten, crazy sight for the first climb in the canyon. ",https://www.mountainproject.com/route/119069013/the-sweet-spot,1,"Colorado > Pagosa Springs > Piedra River > Piedra River -  Lower West",2.9,3,Lead,,Sport,,50,2400
2022-09-03,"Van Gogh's",5.10+,"dat rock doe",https://www.mountainproject.com/route/106977649/van-goghs,1,"Colorado > Pagosa Springs > Piedra River > Piedra River -  Lower West",3.5,4,Lead,Fell/Hung,Sport,,60,3300
2022-09-03,"Mild Hops",5.10,"cool test of route finding",https://www.mountainproject.com/route/107218088/mild-hops,1,"Colorado > Pagosa Springs > Piedra River > Piedra River -  Lower West",3.4,4,Lead,Onsight,Sport,,65,3000
2022-08-13,"Revelation Route",5.11a/b,"whip on p5, really fun climbing throughout!!!",https://www.mountainproject.com/route/112087135/revelation-route,5,"Colorado > South Platte > Devil's Head > Sin City",3.5,3,Lead,Fell/Hung,Sport,,600,4800
2022-08-06,Ripcord,5.12a,"cool rock, short",https://www.mountainproject.com/route/105761298/ripcord,1,"Colorado > Boulder > Boulder Canyon > Avalon > Second Tier > Middle Wall",2.7,2,TR,,Sport,,40,6600
2022-08-06,"Strange Science",5.11c,"hidden jugs over lip, crux lockoff to crimp",https://www.mountainproject.com/route/105754129/strange-science,1,"Colorado > Boulder > Boulder Canyon > Avalon > Second Tier > Middle Wall",3.4,3,Lead,Fell/Hung,"Sport, TR",,50,5200
2022-08-06,Supernatural,5.10d,,https://www.mountainproject.com/route/105761349/supernatural,1,"Colorado > Boulder > Boulder Canyon > Avalon > Second Tier > Middle Wall",2.7,3,Lead,Onsight,Sport,,85,3500
2022-08-06,"The Tower",5.10a,,https://www.mountainproject.com/route/105761340/the-tower,1,"Colorado > Boulder > Boulder Canyon > Avalon > Second Tier > Tarot Wall",2.9,2,Lead,Onsight,Sport,,100,2600
2022-08-06,Lust,5.10c,"fun continous and varied",https://www.mountainproject.com/route/105761271/lust,1,"Colorado > Boulder > Boulder Canyon > Avalon > Second Tier > Tarot Wall",3.4,4,Lead,Onsight,Sport,,90,3200
2022-07-31,"No Rain",5.10+,"Fun Jug haul to slopey lip",https://www.mountainproject.com/route/108182590/no-rain,1,"Colorado > South Platte > Staunton State Park > Staunton Rocks > Meadow Dome > Tan Corridor > Upper Tan Corridor",2.8,2,Lead,Onsight,Sport,,70,3300
2022-07-31,"80 Grit",5.10b/c,"Sweet climbing",https://www.mountainproject.com/route/108161029/80-grit,1,"Colorado > South Platte > Staunton State Park > Staunton Rocks > Meadow Dome > Tan Corridor > Upper Tan Corridor",2.6,3,Lead,Onsight,Sport,,95,3100
2022-07-31,"Black and Tan",5.10d,"Awesome stone!",https://www.mountainproject.com/route/109209931/black-and-tan,1,"Colorado > South Platte > Staunton State Park > Staunton Rocks > Meadow Dome > Tan Corridor > Upper Tan Corridor",2.6,3,Lead,Fell/Hung,Sport,,85,3500
2022-07-31,"Chalkdust Tourture",5.10,fun!,https://www.mountainproject.com/route/108185756/chalkdust-tourture,1,"Colorado > South Platte > Staunton State Park > Staunton Rocks > Meadow Dome > Tan Corridor > Upper Tan Corridor",2.4,2,Lead,Onsight,Sport,,80,3000
2022-07-31,"Do The Kegel",5.10a/b,"Super fun, steep, lots of potential for more routes around this area.",https://www.mountainproject.com/route/113665710/do-the-kegel,1,"Colorado > South Platte > Staunton State Park > Staunton Rocks > Meadow Dome > Tan Corridor > Upper Tan Corridor",2.4,3,Lead,Onsight,Sport,,70,2800
2022-07-29,"Hardly Huge Hanger Holes High Overhead (aka Homemade)",5.10c,"trs 8 laps. stays shady into the afternoon. good movement up top",https://www.mountainproject.com/route/106930461/hardly-huge-hanger-holes-high-overhead-aka-homemade,8,"Colorado > Golden > North Table Mountain/Golden Cliffs > North Quarry / Pinnacle Area",2.3,2,TR,,"Sport, TR",,40,3200
2022-07-24,"Ugly Stick",5.10b,"trs laps, trying out the matik, no rest",https://www.mountainproject.com/route/105816289/ugly-stick,4,"Colorado > Golden > North Table Mountain/Golden Cliffs > Winter Warmer Area",3.0,3,TR,,Sport,,110,2900
2022-07-22,"Officer Friendly",5.11b/c,"tweaked finger, so close!",https://www.mountainproject.com/route/105750118/officer-friendly,3,"Colorado > Golden > Clear Creek Canyon > Wall of Justice",3.1,3,Lead,Fell/Hung,Sport,,45,5100
2022-07-14,"People's Choice",5.10,,https://www.mountainproject.com/route/105749446/peoples-choice,4,"Colorado > Golden > Clear Creek Canyon > High Wire Crag",3.2,3,Lead,Onsight,Sport,,,3000
2022-07-04,"Jellicle Cats",5.10a/b,,https://www.mountainproject.com/route/105751141/jellicle-cats,1,"Colorado > Golden > Clear Creek Canyon > The Catslab",2.6,3,Lead,Redpoint,Sport,,140,2800
2022-07-03,Y2K,5.12c,"perma! made it to roofs, fun face climbing",https://www.mountainproject.com/route/105749797/y2k,1,"Colorado > Golden > Clear Creek Canyon > Wall of the '90s",3.0,-1,Lead,Fell/Hung,Sport,,,7200
2022-07-03,"Wet Dream",5.12a,"at:2
got to upper crux busted up shin, hard catches.",https://www.mountainproject.com/route/105748415/wet-dream,1,"Colorado > Golden > Clear Creek Canyon > Wall of the '90s",3.6,4,Lead,Fell/Hung,Sport,,105,6600
2022-07-03,Vixen,5.10c,,https://www.mountainproject.com/route/105748403/vixen,1,"Colorado > Golden > Clear Creek Canyon > Wall of the '90s",2.3,2,Lead,Redpoint,Sport,,70,3200
2022-07-01,"Skippin' Stones",5.11c,"2 attempt, 2 weeks ago. fun crux!",https://www.mountainproject.com/route/105763950/skippin-stones,1,"Colorado > Golden > Clear Creek Canyon > The Crystal Tower",3.5,4,Lead,Fell/Hung,Sport,,65,5200
2022-06-19,Tradewinds,5.11a/b,"trs redpoint
Huge reach! deadpoint to pocket, control the swing, fun face climbing to a beautiful heel hook that caps off the difficulties. ",https://www.mountainproject.com/route/105752431/tradewinds,1,"Colorado > Denver South > Castlewood Canyon SP > Sea World a.k.a. Hanson's Wall",2.9,3,TR,,"Sport, TR",,,4800
2022-06-17,Rogen,5.10d,"fun dynamic wall, upper anchors sketchy af, loose blocks and sand, would use lower anchors next time.",https://www.mountainproject.com/route/113027199/rogen,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > The Funny Face",2.1,3,Lead,Onsight,Sport,,70,3500
2022-06-17,Pryor,5.10a,"hidden crimps, fun ziggin, fun zaggin",https://www.mountainproject.com/route/106248473/pryor,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > The Funny Face",2.4,3,Lead,Onsight,Sport,,60,2600
2022-06-17,Rickles,5.8-,,https://www.mountainproject.com/route/106193308/rickles,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > The Funny Face",2.4,1,Lead,,Sport,,50,2000
2022-06-17,"Martin & Lewis",5.9,"crazy shapes",https://www.mountainproject.com/route/106779735/martin-lewis,1,"Colorado > Rifle > Rifle Mountain Park > Ice Cave Walls > The Funny Face",2.3,3,Lead,,Sport,,50,2400
2022-06-12,Slabulous,5.6,"Bare feet to keep it interesting. Awesome views!",https://www.mountainproject.com/route/112194083/slabulous,2,"Colorado > South Platte > Devil's Head > Devil's Gate Sector > Slabulous",2.6,3,Lead,,Sport,,165,1600
2022-06-12,"Devil Dog",5.11b,"awesome crimps, love the stone, no stopper moves at all, just consistently awesome crimps for 80ft",https://www.mountainproject.com/route/110344979/devil-dog,1,"Colorado > South Platte > Devil's Head > Devil's Gate Sector > Devil's Gate",3.9,4,Lead,Redpoint,Sport,,80,4900
2022-06-04,"The Monster Mash",5.10a,"fun warm up!",https://www.mountainproject.com/route/107232271/the-monster-mash,1,"Colorado > Golden > Golden Gate Canyon SP > The Grendel",2.3,3,Lead,Onsight,Sport,,70,2600
2022-06-04,"Pierced Lip Lock",5.11b,"cool rock! beautiful views",https://www.mountainproject.com/route/107217990/pierced-lip-lock,1,"Colorado > Golden > Golden Gate Canyon SP > The Grendel",3.5,4,Lead,Redpoint,Sport,,80,4900
2022-06-01,"Turkey Jerky",5.10c,"little sketchy when wet lol",https://www.mountainproject.com/route/106210059/turkey-jerky,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",2.7,2,Lead,Redpoint,Sport,,80,3200
2022-06-01,"Bear's Choice",5.10b,,https://www.mountainproject.com/route/106518769/bears-choice,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",2.3,1,Lead,Onsight,Sport,,75,2900
2022-06-01,"Cut Loose",5.11a,"fun single move",https://www.mountainproject.com/route/106531211/cut-loose,1,"Colorado > Golden > Clear Creek Canyon > The Canal Zone",2.1,1,Lead,Redpoint,Sport,,70,4600
2022-05-28,"One & Done",5.9,,https://www.mountainproject.com/route/112194104/one-done,1,"Colorado > South Platte > Devil's Head > Devil's Gate Sector > Slabulous",2.2,2,Lead,,Sport,,90,2400
2022-05-28,"Fourth Time's a Charm",5.10a,scoooooop,https://www.mountainproject.com/route/112194090/fourth-times-a-charm,1,"Colorado > South Platte > Devil's Head > Devil's Gate Sector > Slabulous",2.0,2,Lead,Onsight,Sport,,105,2600
2022-05-28,"Shout at the Devil",5.10a,,https://www.mountainproject.com/route/110344944/shout-at-the-devil,1,"Colorado > South Platte > Devil's Head > Devil's Gate Sector > Devil's Gate",2.8,3,Lead,Onsight,Sport,,80,2600
2022-05-26,"Reefer Madness",5.11a,"saw some base jumpers tonight",https://www.mountainproject.com/route/105748397/reefer-madness,1,"Colorado > Golden > Clear Creek Canyon > Wall of the '90s",3.1,3,Lead,Redpoint,Sport,,60,4600
2022-05-16,"First Class Tickets to The Resurrection",5.10a,,https://www.mountainproject.com/route/112176385/first-class-tickets-to-the-resurrection,1,"Colorado > Canon City > Shelf Road > The Gallery > Far Side",2.0,2,Lead,Onsight,Sport,,70,2600
2022-05-15,"Muted by Reality",5.11b,"Incredible Climb",https://www.mountainproject.com/route/105754711/muted-by-reality,1,"Colorado > Canon City > Shelf Road > The Dark Side",3.4,4,Lead,Fell/Hung,Sport,,,4900
2022-05-15,"27 Tons",5.10a,,https://www.mountainproject.com/route/106004015/27-tons,1,"Colorado > Canon City > Shelf Road > The Dark Side",2.8,3,Lead,Onsight,Sport,,85,2600
2022-05-15,Shelfish,5.9,,https://www.mountainproject.com/route/106276346/shelfish,1,"Colorado > Canon City > Shelf Road > The Bank > 02. Bank Rob",2.4,3,Lead,Onsight,Sport,,65,2400
2022-05-14,[Redacted],5.10b,,https://www.mountainproject.com/route/113643842/redacted,1,"Colorado > Canon City > Shelf Road > The Gallery > Far Side",1.5,1,Lead,Redpoint,Sport,,50,2900
2022-05-14,666,5.9-,,https://www.mountainproject.com/route/111240679/666,1,"Colorado > Canon City > Shelf Road > The Gallery > Far Side",1.7,1,Lead,Onsight,Sport,,50,2300
2022-05-14,RAMMESES,5.9,,https://www.mountainproject.com/route/111710543/rammeses,1,"Colorado > Canon City > Shelf Road > The Gallery > Far Side",2.7,3,Lead,Onsight,Sport,,60,2400
2022-05-02,"Night Stick",5.11b,"weak after covid",https://www.mountainproject.com/route/106328578/night-stick,1,"Colorado > Golden > Clear Creek Canyon > Left Wire > G. Right Side",3.3,3,Lead,Fell/Hung,Sport,,60,4900
2022-04-27,"No Fruit",5.10a,,https://www.mountainproject.com/route/106328606/no-fruit,1,"Colorado > Golden > Clear Creek Canyon > Left Wire > E. Addict's Wall",0.7,0,Lead,Onsight,Sport,,65,2600
2022-04-27,"Show Nuff",5.10a,,https://www.mountainproject.com/route/106328587/show-nuff,1,"Colorado > Golden > Clear Creek Canyon > Left Wire > F. Show Nuff Wall",1.8,1,Lead,Onsight,Sport,,75,2600
2022-04-21,"Ernest Stemmingway",5.11a,fun!,https://www.mountainproject.com/route/114028771/ernest-stemmingway,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",3.0,3,Lead,Redpoint,Sport,,80,4600
2022-04-21,Reincarnation,5.10c,,https://www.mountainproject.com/route/114012413/reincarnation,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",2.7,2,Lead,Onsight,Sport,,75,3200
2022-04-21,"Cruisin' Caskets",5.8,,https://www.mountainproject.com/route/118590352/cruisin-caskets,1,"Colorado > Golden > Clear Creek Canyon > The Graveyard",2.4,2,Lead,Onsight,Sport,,75,2100
2022-04-21,Joyride,5.9,,https://www.mountainproject.com/route/112190381/joyride,1,"Colorado > Golden > Clear Creek Canyon > The Fiscal Cliff",2.5,2,,,Sport,,45,2400
2022-04-12,"Lot Lizards",5.11c,"crux roof boulder",https://www.mountainproject.com/route/112190397/lot-lizards,1,"Colorado > Golden > Clear Creek Canyon > The Fiscal Cliff",2.3,2,Lead,Fell/Hung,Sport,,45,5200
2022-04-09,"4-Way Gaston",5.10b,,https://www.mountainproject.com/route/120643533/4-way-gaston,1,"Colorado > South Platte > Staunton State Park > Never Winter Wall",2.8,2,Lead,Onsight,Sport,,80,2900
2022-04-09,"Random Route Name Generator",5.10b,,https://www.mountainproject.com/route/120643519/random-route-name-generator,1,"Colorado > South Platte > Staunton State Park > Never Winter Wall",3.3,3,Lead,Onsight,Sport,,75,2900
2022-04-09,"False Advertising",5.10b/c,,https://www.mountainproject.com/route/120643497/false-advertising,1,"Colorado > South Platte > Staunton State Park > Never Winter Wall",3.0,3,Lead,Onsight,Sport,,75,3100
2022-04-09,"The Madman and the Professor",5.10b/c,,https://www.mountainproject.com/route/120646426/the-madman-and-the-professor,1,"Colorado > South Platte > Staunton State Park > Never Winter Wall",2.9,2,Lead,Onsight,Sport,,65,3100
2022-04-09,"Summer Breeze",5.9-,,https://www.mountainproject.com/route/120643436/summer-breeze,1,"Colorado > South Platte > Staunton State Park > Never Winter Wall",2.3,2,Lead,Onsight,Sport,,80,2300
2022-04-03,"Chill Session",5.7,,https://www.mountainproject.com/route/121641869/chill-session,1,"Colorado > San Luis Valley > The Promised Land > 03. Main Wall",2.5,3,Lead,,Sport,,,1800
